Symptom,Body_System
constant pressure-like elevated alkaline phosphatase supraclavicular,Laboratory/Observation
constant cramping elevated alkaline phosphatase supraclavicular,Laboratory/Observation
constant squeezing elevated alkaline phosphatase supraclavicular,Laboratory/Observation
constant throbbing elevated alkaline phosphatase supraclavicular,Laboratory/Observation
constant electric elevated alkaline phosphatase supraclavicular,Laboratory/Observation
constant aching elevated alkaline phosphatase supraclavicular,Laboratory/Observation
constant stabbing elevated alkaline phosphatase suprapubic,Laboratory/Observation
constant dull elevated alkaline phosphatase suprapubic,Laboratory/Observation
constant burning elevated alkaline phosphatase suprapubic,Laboratory/Observation
constant sharp elevated alkaline phosphatase suprapubic,Laboratory/Observation
constant pins and needles elevated alkaline phosphatase suprapubic,Laboratory/Observation
constant pressure-like elevated alkaline phosphatase suprapubic,Laboratory/Observation
constant cramping elevated alkaline phosphatase suprapubic,Laboratory/Observation
constant squeezing elevated alkaline phosphatase suprapubic,Laboratory/Observation
constant throbbing elevated alkaline phosphatase suprapubic,Laboratory/Observation
constant electric elevated alkaline phosphatase suprapubic,Laboratory/Observation
constant aching elevated alkaline phosphatase suprapubic,Laboratory/Observation
constant stabbing elevated alkaline phosphatase bilateral,Laboratory/Observation
constant dull elevated alkaline phosphatase bilateral,Laboratory/Observation
constant burning elevated alkaline phosphatase bilateral,Laboratory/Observation
constant sharp elevated alkaline phosphatase bilateral,Laboratory/Observation
constant pins and needles elevated alkaline phosphatase bilateral,Laboratory/Observation
constant pressure-like elevated alkaline phosphatase bilateral,Laboratory/Observation
constant cramping elevated alkaline phosphatase bilateral,Laboratory/Observation
constant squeezing elevated alkaline phosphatase bilateral,Laboratory/Observation
constant throbbing elevated alkaline phosphatase bilateral,Laboratory/Observation
constant electric elevated alkaline phosphatase bilateral,Laboratory/Observation
constant aching elevated alkaline phosphatase bilateral,Laboratory/Observation
constant stabbing elevated alkaline phosphatase right-sided,Laboratory/Observation
constant dull elevated alkaline phosphatase right-sided,Laboratory/Observation
constant burning elevated alkaline phosphatase right-sided,Laboratory/Observation
constant sharp elevated alkaline phosphatase right-sided,Laboratory/Observation
constant pins and needles elevated alkaline phosphatase right-sided,Laboratory/Observation
constant pressure-like elevated alkaline phosphatase right-sided,Laboratory/Observation
constant cramping elevated alkaline phosphatase right-sided,Laboratory/Observation
constant squeezing elevated alkaline phosphatase right-sided,Laboratory/Observation
constant throbbing elevated alkaline phosphatase right-sided,Laboratory/Observation
constant electric elevated alkaline phosphatase right-sided,Laboratory/Observation
constant aching elevated alkaline phosphatase right-sided,Laboratory/Observation
constant stabbing elevated alkaline phosphatase localized to toes,Laboratory/Observation
constant dull elevated alkaline phosphatase localized to toes,Laboratory/Observation
constant burning elevated alkaline phosphatase localized to toes,Laboratory/Observation
constant sharp elevated alkaline phosphatase localized to toes,Laboratory/Observation
constant pins and needles elevated alkaline phosphatase localized to toes,Laboratory/Observation
constant pressure-like elevated alkaline phosphatase localized to toes,Laboratory/Observation
constant cramping elevated alkaline phosphatase localized to toes,Laboratory/Observation
constant squeezing elevated alkaline phosphatase localized to toes,Laboratory/Observation
constant throbbing elevated alkaline phosphatase localized to toes,Laboratory/Observation
constant electric elevated alkaline phosphatase localized to toes,Laboratory/Observation
constant aching elevated alkaline phosphatase localized to toes,Laboratory/Observation
constant stabbing elevated alkaline phosphatase localized to fingers,Laboratory/Observation
constant dull elevated alkaline phosphatase localized to fingers,Laboratory/Observation
constant burning elevated alkaline phosphatase localized to fingers,Laboratory/Observation
constant sharp elevated alkaline phosphatase localized to fingers,Laboratory/Observation
constant pins and needles elevated alkaline phosphatase localized to fingers,Laboratory/Observation
constant pressure-like elevated alkaline phosphatase localized to fingers,Laboratory/Observation
constant cramping elevated alkaline phosphatase localized to fingers,Laboratory/Observation
constant squeezing elevated alkaline phosphatase localized to fingers,Laboratory/Observation
constant throbbing elevated alkaline phosphatase localized to fingers,Laboratory/Observation
constant electric elevated alkaline phosphatase localized to fingers,Laboratory/Observation
constant aching elevated alkaline phosphatase localized to fingers,Laboratory/Observation
constant stabbing elevated alkaline phosphatase inguinal,Laboratory/Observation
constant dull elevated alkaline phosphatase inguinal,Laboratory/Observation
constant burning elevated alkaline phosphatase inguinal,Laboratory/Observation
constant sharp elevated alkaline phosphatase inguinal,Laboratory/Observation
constant pins and needles elevated alkaline phosphatase inguinal,Laboratory/Observation
constant pressure-like elevated alkaline phosphatase inguinal,Laboratory/Observation
constant cramping elevated alkaline phosphatase inguinal,Laboratory/Observation
constant squeezing elevated alkaline phosphatase inguinal,Laboratory/Observation
constant throbbing elevated alkaline phosphatase inguinal,Laboratory/Observation
constant electric elevated alkaline phosphatase inguinal,Laboratory/Observation
constant aching elevated alkaline phosphatase inguinal,Laboratory/Observation
constant stabbing elevated alkaline phosphatase submandibular,Laboratory/Observation
constant dull elevated alkaline phosphatase submandibular,Laboratory/Observation
constant burning elevated alkaline phosphatase submandibular,Laboratory/Observation
constant sharp elevated alkaline phosphatase submandibular,Laboratory/Observation
constant pins and needles elevated alkaline phosphatase submandibular,Laboratory/Observation
constant pressure-like elevated alkaline phosphatase submandibular,Laboratory/Observation
constant cramping elevated alkaline phosphatase submandibular,Laboratory/Observation
constant squeezing elevated alkaline phosphatase submandibular,Laboratory/Observation
constant throbbing elevated alkaline phosphatase submandibular,Laboratory/Observation
constant electric elevated alkaline phosphatase submandibular,Laboratory/Observation
constant aching elevated alkaline phosphatase submandibular,Laboratory/Observation
constant stabbing elevated alkaline phosphatase left-sided,Laboratory/Observation
constant dull elevated alkaline phosphatase left-sided,Laboratory/Observation
constant burning elevated alkaline phosphatase left-sided,Laboratory/Observation
constant sharp elevated alkaline phosphatase left-sided,Laboratory/Observation
constant pins and needles elevated alkaline phosphatase left-sided,Laboratory/Observation
constant pressure-like elevated alkaline phosphatase left-sided,Laboratory/Observation
constant cramping elevated alkaline phosphatase left-sided,Laboratory/Observation
constant squeezing elevated alkaline phosphatase left-sided,Laboratory/Observation
constant throbbing elevated alkaline phosphatase left-sided,Laboratory/Observation
constant electric elevated alkaline phosphatase left-sided,Laboratory/Observation
constant aching elevated alkaline phosphatase left-sided,Laboratory/Observation
constant stabbing elevated alkaline phosphatase epigastric,Laboratory/Observation
constant dull elevated alkaline phosphatase epigastric,Laboratory/Observation
constant burning elevated alkaline phosphatase epigastric,Laboratory/Observation
constant sharp elevated alkaline phosphatase epigastric,Laboratory/Observation
constant pins and needles elevated alkaline phosphatase epigastric,Laboratory/Observation
constant pressure-like elevated alkaline phosphatase epigastric,Laboratory/Observation
constant cramping elevated alkaline phosphatase epigastric,Laboratory/Observation
constant squeezing elevated alkaline phosphatase epigastric,Laboratory/Observation
constant throbbing elevated alkaline phosphatase epigastric,Laboratory/Observation
constant electric elevated alkaline phosphatase epigastric,Laboratory/Observation
constant aching elevated alkaline phosphatase epigastric,Laboratory/Observation
constant stabbing elevated alkaline phosphatase localized to scalp,Laboratory/Observation
constant dull elevated alkaline phosphatase localized to scalp,Laboratory/Observation
constant burning elevated alkaline phosphatase localized to scalp,Laboratory/Observation
constant sharp elevated alkaline phosphatase localized to scalp,Laboratory/Observation
constant pins and needles elevated alkaline phosphatase localized to scalp,Laboratory/Observation
constant pressure-like elevated alkaline phosphatase localized to scalp,Laboratory/Observation
constant cramping elevated alkaline phosphatase localized to scalp,Laboratory/Observation
constant squeezing elevated alkaline phosphatase localized to scalp,Laboratory/Observation
constant throbbing elevated alkaline phosphatase localized to scalp,Laboratory/Observation
constant electric elevated alkaline phosphatase localized to scalp,Laboratory/Observation
constant aching elevated alkaline phosphatase localized to scalp,Laboratory/Observation
constant stabbing elevated alkaline phosphatase retro-orbital,Laboratory/Observation
constant dull elevated alkaline phosphatase retro-orbital,Laboratory/Observation
constant burning elevated alkaline phosphatase retro-orbital,Laboratory/Observation
