Diagnosis,Symptoms,MEDICATION,Specialty
"S52352F Displaced comminuted fracture of shaft of radius, left arm, subsequent encounter for open
fracture type IIIA, IIIB, or IIIC with routine healing",,,Orthopedics
"S52352G Displaced comminuted fracture of shaft of radius, left arm, subsequent encounter for closed
fracture with delayed healing",,,Orthopedics
"S52352H Displaced comminuted fracture of shaft of radius, left arm, subsequent encounter for open
fracture type I or II with delayed healing",,,Orthopedics
"S52352J Displaced comminuted fracture of shaft of radius, left arm, subsequent encounter for open
fracture type IIIA, IIIB, or IIIC with delayed healing",,,Orthopedics
"S52352K Displaced comminuted fracture of shaft of radius, left arm, subsequent encounter for closed
fracture with nonunion",,,Orthopedics
"S52352M Displaced comminuted fracture of shaft of radius, left arm, subsequent encounter for open
fracture type I or II with nonunion",,,Orthopedics
"S52352N Displaced comminuted fracture of shaft of radius, left arm, subsequent encounter for open
fracture type IIIA, IIIB, or IIIC with nonunion",,,Orthopedics
"S52352P Displaced comminuted fracture of shaft of radius, left arm, subsequent encounter for closed
fracture with malunion",,,Orthopedics
"S52352Q Displaced comminuted fracture of shaft of radius, left arm, subsequent encounter for open
fracture type I or II with malunion",,,Orthopedics
"S52352R Displaced comminuted fracture of shaft of radius, left arm, subsequent encounter for open
fracture type IIIA, IIIB, or IIIC with malunion",,,Orthopedics
"S52352S Displaced comminuted fracture of shaft of radius, left arm, sequela",,,Orthopedics
"S52353A Displaced comminuted fracture of shaft of radius, unspecified arm, initial encounter for closed
fracture",,,Orthopedics
"S52353B Displaced comminuted fracture of shaft of radius, unspecified arm, initial encounter for open
fracture type I or II",,,Orthopedics
"S52353C Displaced comminuted fracture of shaft of radius, unspecified arm, initial encounter for open
fracture type IIIA, IIIB, or IIIC",,,Orthopedics
"S52353D Displaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for
closed fracture with routine healing",,,Orthopedics
"S52353E Displaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for
open fracture type I or II with routine healing",,,Orthopedics
"S52353F Displaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for
open fracture type IIIA, IIIB, or IIIC with routine healing",,,Orthopedics
"S52353G Displaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for
closed fracture with delayed healing",,,Orthopedics
"S52353H Displaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for
open fracture type I or II with delayed healing",,,Orthopedics
"S52353J Displaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for
open fracture type IIIA, IIIB, or IIIC with delayed healing",,,Orthopedics
"S52353K Displaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for
closed fracture with nonunion",,,Orthopedics
"S52353M Displaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for
open fracture type I or II with nonunion",,,Orthopedics
"S52353N Displaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for
open fracture type IIIA, IIIB, or IIIC with nonunion",,,Orthopedics
"S52353P Displaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for
closed fracture with malunion",,,Orthopedics
"S52353Q Displaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for
open fracture type I or II with malunion",,,Orthopedics
"S52353R Displaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for
open fracture type IIIA, IIIB, or IIIC with malunion",,,Orthopedics
"S52353S Displaced comminuted fracture of shaft of radius, unspecified arm, sequela",,,Orthopedics
"S52354A Nondisplaced comminuted fracture of shaft of radius, right arm, initial encounter for closed
fracture",,,Orthopedics
"S52354B Nondisplaced comminuted fracture of shaft of radius, right arm, initial encounter for open
fracture type I or II",,,Orthopedics
"S52354C Nondisplaced comminuted fracture of shaft of radius, right arm, initial encounter for open
fracture type IIIA, IIIB, or IIIC",,,Orthopedics
"S52354D Nondisplaced comminuted fracture of shaft of radius, right arm, subsequent encounter for
closed fracture with routine healing",,,Orthopedics
"S52354E Nondisplaced comminuted fracture of shaft of radius, right arm, subsequent encounter for
open fracture type I or II with routine healing",,,Orthopedics
"S52354F Nondisplaced comminuted fracture of shaft of radius, right arm, subsequent encounter for
open fracture type IIIA, IIIB, or IIIC with routine healing",,,Orthopedics
"S52354G Nondisplaced comminuted fracture of shaft of radius, right arm, subsequent encounter for
closed fracture with delayed healing",,,Orthopedics
"S52354H Nondisplaced comminuted fracture of shaft of radius, right arm, subsequent encounter for
open fracture type I or II with delayed healing",,,Orthopedics
"S52354J Nondisplaced comminuted fracture of shaft of radius, right arm, subsequent encounter for
open fracture type IIIA, IIIB, or IIIC with delayed healing",,,Orthopedics
"S52354K Nondisplaced comminuted fracture of shaft of radius, right arm, subsequent encounter for
closed fracture with nonunion",,,Orthopedics
"S52354M Nondisplaced comminuted fracture of shaft of radius, right arm, subsequent encounter for
open fracture type I or II with nonunion",,,Orthopedics
"S52354N Nondisplaced comminuted fracture of shaft of radius, right arm, subsequent encounter for
open fracture type IIIA, IIIB, or IIIC with nonunion",,,Orthopedics
"S52354P Nondisplaced comminuted fracture of shaft of radius, right arm, subsequent encounter for
closed fracture with malunion",,,Orthopedics
"S52354Q Nondisplaced comminuted fracture of shaft of radius, right arm, subsequent encounter for
open fracture type I or II with malunion",,,Orthopedics
"S52354R Nondisplaced comminuted fracture of shaft of radius, right arm, subsequent encounter for
open fracture type IIIA, IIIB, or IIIC with malunion",,,Orthopedics
"S52354S Nondisplaced comminuted fracture of shaft of radius, right arm, sequela",,,Orthopedics
"S52355A Nondisplaced comminuted fracture of shaft of radius, left arm, initial encounter for closed
fracture",,,Orthopedics
"S52355B Nondisplaced comminuted fracture of shaft of radius, left arm, initial encounter for open
fracture type I or II",,,Orthopedics
"S52355C Nondisplaced comminuted fracture of shaft of radius, left arm, initial encounter for open
fracture type IIIA, IIIB, or IIIC",,,Orthopedics
"S52355D Nondisplaced comminuted fracture of shaft of radius, left arm, subsequent encounter for
closed fracture with routine healing",,,Orthopedics
"S52355E Nondisplaced comminuted fracture of shaft of radius, left arm, subsequent encounter for open
fracture type I or II with routine healing",,,Orthopedics
"S52355F Nondisplaced comminuted fracture of shaft of radius, left arm, subsequent encounter for open
fracture type IIIA, IIIB, or IIIC with routine healing",,,Orthopedics
"S52355G Nondisplaced comminuted fracture of shaft of radius, left arm, subsequent encounter for
closed fracture with delayed healing",,,Orthopedics
"S52355H Nondisplaced comminuted fracture of shaft of radius, left arm, subsequent encounter for open
fracture type I or II with delayed healing",,,Orthopedics
"S52355J Nondisplaced comminuted fracture of shaft of radius, left arm, subsequent encounter for open
fracture type IIIA, IIIB, or IIIC with delayed healing",,,Orthopedics
"S52355K Nondisplaced comminuted fracture of shaft of radius, left arm, subsequent encounter for
closed fracture with nonunion",,,Orthopedics
"S52355M Nondisplaced comminuted fracture of shaft of radius, left arm, subsequent encounter for
open fracture type I or II with nonunion",,,Orthopedics
"S52355N Nondisplaced comminuted fracture of shaft of radius, left arm, subsequent encounter for open
fracture type IIIA, IIIB, or IIIC with nonunion",,,Orthopedics
"S52355P Nondisplaced comminuted fracture of shaft of radius, left arm, subsequent encounter for
closed fracture with malunion",,,Orthopedics
"S52355Q Nondisplaced comminuted fracture of shaft of radius, left arm, subsequent encounter for open
fracture type I or II with malunion",,,Orthopedics
"S52355R Nondisplaced comminuted fracture of shaft of radius, left arm, subsequent encounter for open
fracture type IIIA, IIIB, or IIIC with malunion",,,Orthopedics
"S52355S Nondisplaced comminuted fracture of shaft of radius, left arm, sequela",,,Orthopedics
"S52356A Nondisplaced comminuted fracture of shaft of radius, unspecified arm, initial encounter for
closed fracture",,,Orthopedics
"S52356B Nondisplaced comminuted fracture of shaft of radius, unspecified arm, initial encounter for
open fracture type I or II",,,Orthopedics
"S52356C Nondisplaced comminuted fracture of shaft of radius, unspecified arm, initial encounter for
open fracture type IIIA, IIIB, or IIIC",,,Orthopedics
"S52356D Nondisplaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter
for closed fracture with routine healing",,,Orthopedics
"S52356E Nondisplaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter
for open fracture type I or II with routine healing",,,Orthopedics
"S52356F Nondisplaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter
for open fracture type IIIA, IIIB, or IIIC with routine healing",,,Orthopedics
"S52356G Nondisplaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter
for closed fracture with delayed healing",,,Orthopedics
"S52356H Nondisplaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter
for open fracture type I or II with delayed healing",,,Orthopedics
"S52356J Nondisplaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter
for open fracture type IIIA, IIIB, or IIIC with delayed healing",,,Orthopedics
"S52356K Nondisplaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter
for closed fracture with nonunion",,,Orthopedics
"S52356M Nondisplaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter
for open fracture type I or II with nonunion",,,Orthopedics
"S52356N Nondisplaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter
for open fracture type IIIA, IIIB, or IIIC with nonunion",,,Orthopedics
"S52356P Nondisplaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter
for closed fracture with malunion",,,Orthopedics
"S52356Q Nondisplaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter
for open fracture type I or II with malunion",,,Orthopedics
"S52356R Nondisplaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter
for open fracture type IIIA, IIIB, or IIIC with malunion",,,Orthopedics
"S52356S Nondisplaced comminuted fracture of shaft of radius, unspecified arm, sequela",,,Orthopedics
"S52361A Displaced segmental fracture of shaft of radius, right arm, initial encounter for closed fracture",,,Orthopedics
"S52361B Displaced segmental fracture of shaft of radius, right arm, initial encounter for open fracture
type I or II",,,Orthopedics
